id,time,atm,debit_card,amount
wd@co@05@000001,481097,75017654-0833-92BF-E050-020A3E7465D8,4827073230914814,250
wd@co@05@000002,481221,75017654-0833-92BF-E050-020A3E7465D8,4670158184088067,250
wd@co@05@000003,481337,75017654-0833-92BF-E050-020A3E7465D8,4111856349063969,250
wd@co@05@000004,481466,75017654-0833-92BF-E050-020A3E7465D8,4796043928064732,250
wd@co@05@000005,481579,75017654-0833-92BF-E050-020A3E7465D8,4336113015565797,250
wd@co@05@000006,481691,75017654-0833-92BF-E050-020A3E7465D8,4736604319764504,250
wd@co@05@000007,481842,75017654-0833-92BF-E050-020A3E7465D8,4875209904474997,250
wd@co@05@000008,481936,75017654-0833-92BF-E050-020A3E7465D8,4614075832176228,250
wd@co@05@000009,482052,75017654-0833-92BF-E050-020A3E7465D8,4848412031759629,250
wd@co@05@000010,482138,75017654-0833-92BF-E050-020A3E7465D8,4681462035205194,250
wd@co@05@000011,467756,587F2282-9DE5-E1A7-E050-1AACBE067A56,4827073230914814,250
wd@co@05@000012,467867,587F2282-9DE5-E1A7-E050-1AACBE067A56,4670158184088067,250
wd@co@05@000013,467954,587F2282-9DE5-E1A7-E050-1AACBE067A56,4111856349063969,250
wd@co@05@000014,468087,587F2282-9DE5-E1A7-E050-1AACBE067A56,4796043928064732,250
wd@co@05@000015,468211,587F2282-9DE5-E1A7-E050-1AACBE067A56,4336113015565797,250
wd@co@05@000016,468297,587F2282-9DE5-E1A7-E050-1AACBE067A56,4736604319764504,250
wd@co@05@000017,468424,587F2282-9DE5-E1A7-E050-1AACBE067A56,4875209904474997,250
wd@co@05@000018,468550,587F2282-9DE5-E1A7-E050-1AACBE067A56,4614075832176228,250
wd@co@05@000019,468677,587F2282-9DE5-E1A7-E050-1AACBE067A56,4848412031759629,250
wd@co@05@000020,468804,587F2282-9DE5-E1A7-E050-1AACBE067A56,4681462035205194,250
wd@co@05@000021,475220,29554347-98E5-FCC5-E050-A8C08D263EB8,4827073230914814,250
wd@co@05@000022,475246,29554347-98E5-FCC5-E050-A8C08D263EB8,4670158184088067,250
wd@co@05@000023,475363,29554347-98E5-FCC5-E050-A8C08D263EB8,4111856349063969,250
wd@co@05@000024,475488,29554347-98E5-FCC5-E050-A8C08D263EB8,4796043928064732,250
wd@co@05@000025,475613,29554347-98E5-FCC5-E050-A8C08D263EB8,4336113015565797,250
wd@co@05@000026,475674,29554347-98E5-FCC5-E050-A8C08D263EB8,4736604319764504,250
wd@co@05@000027,475770,29554347-98E5-FCC5-E050-A8C08D263EB8,4875209904474997,250
wd@co@05@000028,475874,29554347-98E5-FCC5-E050-A8C08D263EB8,4614075832176228,250
wd@co@05@000029,475963,29554347-98E5-FCC5-E050-A8C08D263EB8,4848412031759629,250
wd@co@05@000030,476040,29554347-98E5-FCC5-E050-A8C08D263EB8,4681462035205194,250
wd@co@05@000031,469960,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4827073230914814,250
wd@co@05@000032,470063,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4670158184088067,250
wd@co@05@000033,470248,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4111856349063969,250
wd@co@05@000034,470389,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4796043928064732,250
wd@co@05@000035,470538,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4336113015565797,250
wd@co@05@000036,470651,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4736604319764504,250
wd@co@05@000037,470746,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4875209904474997,250
wd@co@05@000038,470882,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4614075832176228,250
wd@co@05@000039,470931,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4848412031759629,250
wd@co@05@000040,471073,E12A7FD0-5BD1-66C3-E040-A8C08F26360C,4681462035205194,250
wd@co@05@000041,478341,E7464F39-000A-49FB-E040-A8C08D2637ED,4827073230914814,250
wd@co@05@000042,478462,E7464F39-000A-49FB-E040-A8C08D2637ED,4670158184088067,250
wd@co@05@000043,478563,E7464F39-000A-49FB-E040-A8C08D2637ED,4111856349063969,250
wd@co@05@000044,478705,E7464F39-000A-49FB-E040-A8C08D2637ED,4796043928064732,250
wd@co@05@000045,478890,E7464F39-000A-49FB-E040-A8C08D2637ED,4336113015565797,250
wd@co@05@000046,479036,E7464F39-000A-49FB-E040-A8C08D2637ED,4736604319764504,250
wd@co@05@000047,479186,E7464F39-000A-49FB-E040-A8C08D2637ED,4875209904474997,250
wd@co@05@000048,479292,E7464F39-000A-49FB-E040-A8C08D2637ED,4614075832176228,250
wd@co@05@000049,479401,E7464F39-000A-49FB-E040-A8C08D2637ED,4848412031759629,250
wd@co@05@000050,479527,E7464F39-000A-49FB-E040-A8C08D2637ED,4681462035205194,250
wd@co@05@000051,469646,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4827073230914814,250
wd@co@05@000052,469764,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4670158184088067,250
wd@co@05@000053,469841,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4111856349063969,250
wd@co@05@000054,469955,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4796043928064732,250
wd@co@05@000055,470096,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4336113015565797,250
wd@co@05@000056,470215,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4736604319764504,250
wd@co@05@000057,470302,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4875209904474997,250
wd@co@05@000058,470453,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4614075832176228,250
wd@co@05@000059,470577,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4848412031759629,250
wd@co@05@000060,470666,E12A7FAF-2D26-66C3-E040-A8C08F26360C,4681462035205194,250
wd@co@05@000061,466264,E12A7FC5-C964-66C3-E040-A8C08F26360C,4827073230914814,250
wd@co@05@000062,466400,E12A7FC5-C964-66C3-E040-A8C08F26360C,4670158184088067,250
wd@co@05@000063,466528,E12A7FC5-C964-66C3-E040-A8C08F26360C,4111856349063969,250
wd@co@05@000064,466652,E12A7FC5-C964-66C3-E040-A8C08F26360C,4796043928064732,250
wd@co@05@000065,466775,E12A7FC5-C964-66C3-E040-A8C08F26360C,4336113015565797,250
wd@co@05@000066,466896,E12A7FC5-C964-66C3-E040-A8C08F26360C,4736604319764504,250
wd@co@05@000067,467005,E12A7FC5-C964-66C3-E040-A8C08F26360C,4875209904474997,250
wd@co@05@000068,467129,E12A7FC5-C964-66C3-E040-A8C08F26360C,4614075832176228,250
wd@co@05@000069,467209,E12A7FC5-C964-66C3-E040-A8C08F26360C,4848412031759629,250
wd@co@05@000070,467333,E12A7FC5-C964-66C3-E040-A8C08F26360C,4681462035205194,250
wd@co@05@000071,488595,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4827073230914814,250
wd@co@05@000072,488719,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4670158184088067,250
wd@co@05@000073,488802,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4111856349063969,250
wd@co@05@000074,488953,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4796043928064732,250
wd@co@05@000075,489051,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4336113015565797,250
wd@co@05@000076,489184,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4736604319764504,250
wd@co@05@000077,489282,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4875209904474997,250
wd@co@05@000078,489442,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4614075832176228,250
wd@co@05@000079,489593,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4848412031759629,250
wd@co@05@000080,489775,E57901E6-CBAD-A2AD-E040-A8C08D264C56,4681462035205194,250
wd@co@05@000081,486219,6DA89E0E-9796-AC17-E050-020A3E746A82,4827073230914814,250
wd@co@05@000082,486331,6DA89E0E-9796-AC17-E050-020A3E746A82,4670158184088067,250
wd@co@05@000083,486480,6DA89E0E-9796-AC17-E050-020A3E746A82,4111856349063969,250
wd@co@05@000084,486553,6DA89E0E-9796-AC17-E050-020A3E746A82,4796043928064732,250
wd@co@05@000085,486713,6DA89E0E-9796-AC17-E050-020A3E746A82,4336113015565797,250
wd@co@05@000086,486787,6DA89E0E-9796-AC17-E050-020A3E746A82,4736604319764504,250
wd@co@05@000087,486977,6DA89E0E-9796-AC17-E050-020A3E746A82,4875209904474997,250
wd@co@05@000088,487127,6DA89E0E-9796-AC17-E050-020A3E746A82,4614075832176228,250
wd@co@05@000089,487215,6DA89E0E-9796-AC17-E050-020A3E746A82,4848412031759629,250
wd@co@05@000090,487274,6DA89E0E-9796-AC17-E050-020A3E746A82,4681462035205194,250
wd@co@05@000091,487154,E7464F3F-8417-49FB-E040-A8C08D2637ED,4827073230914814,250
