id,time,atm,debit_card,amount
wd@co@02@000001,213784,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4883472282692321,250
wd@co@02@000002,213907,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4639643189032277,250
wd@co@02@000003,214018,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4934665354947593,250
wd@co@02@000004,214150,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4336113015565797,250
wd@co@02@000005,214292,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4614075832176228,250
wd@co@02@000006,214350,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4253671416768509,250
wd@co@02@000007,214499,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4955563928303795,250
wd@co@02@000008,214637,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4513279611595713,250
wd@co@02@000009,214702,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4681462035205194,250
wd@co@02@000010,214858,E12A7FD6-99AF-66C3-E040-A8C08F26360C,4843145387102763,250
wd@co@02@000011,226670,E7464F3D-1790-49FB-E040-A8C08D2637ED,4883472282692321,250
wd@co@02@000012,226746,E7464F3D-1790-49FB-E040-A8C08D2637ED,4639643189032277,250
wd@co@02@000013,226845,E7464F3D-1790-49FB-E040-A8C08D2637ED,4934665354947593,250
wd@co@02@000014,226949,E7464F3D-1790-49FB-E040-A8C08D2637ED,4336113015565797,250
wd@co@02@000015,227063,E7464F3D-1790-49FB-E040-A8C08D2637ED,4614075832176228,250
wd@co@02@000016,227207,E7464F3D-1790-49FB-E040-A8C08D2637ED,4253671416768509,250
wd@co@02@000017,227280,E7464F3D-1790-49FB-E040-A8C08D2637ED,4955563928303795,250
wd@co@02@000018,227381,E7464F3D-1790-49FB-E040-A8C08D2637ED,4513279611595713,250
wd@co@02@000019,227513,E7464F3D-1790-49FB-E040-A8C08D2637ED,4681462035205194,250
wd@co@02@000020,227683,E7464F3D-1790-49FB-E040-A8C08D2637ED,4843145387102763,250
wd@co@02@000021,232069,6AAB16F2-9720-9E8C-E050-020A3E747017,4883472282692321,250
wd@co@02@000022,232177,6AAB16F2-9720-9E8C-E050-020A3E747017,4639643189032277,250
wd@co@02@000023,232320,6AAB16F2-9720-9E8C-E050-020A3E747017,4934665354947593,250
wd@co@02@000024,232470,6AAB16F2-9720-9E8C-E050-020A3E747017,4336113015565797,250
wd@co@02@000025,232540,6AAB16F2-9720-9E8C-E050-020A3E747017,4614075832176228,250
wd@co@02@000026,232600,6AAB16F2-9720-9E8C-E050-020A3E747017,4253671416768509,250
wd@co@02@000027,232750,6AAB16F2-9720-9E8C-E050-020A3E747017,4955563928303795,250
wd@co@02@000028,232874,6AAB16F2-9720-9E8C-E050-020A3E747017,4513279611595713,250
wd@co@02@000029,233044,6AAB16F2-9720-9E8C-E050-020A3E747017,4681462035205194,250
wd@co@02@000030,233103,6AAB16F2-9720-9E8C-E050-020A3E747017,4843145387102763,250
wd@co@02@000031,213498,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4883472282692321,250
wd@co@02@000032,213628,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4639643189032277,250
wd@co@02@000033,213789,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4934665354947593,250
wd@co@02@000034,213926,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4336113015565797,250
wd@co@02@000035,214076,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4614075832176228,250
wd@co@02@000036,214211,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4253671416768509,250
wd@co@02@000037,214333,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4955563928303795,250
wd@co@02@000038,214455,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4513279611595713,250
wd@co@02@000039,214604,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4681462035205194,250
wd@co@02@000040,214760,E57901E6-DFA6-A2AD-E040-A8C08D264C56,4843145387102763,250
wd@co@02@000041,210998,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4883472282692321,250
wd@co@02@000042,211110,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4639643189032277,250
wd@co@02@000043,211258,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4934665354947593,250
wd@co@02@000044,211370,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4336113015565797,250
wd@co@02@000045,211518,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4614075832176228,250
wd@co@02@000046,211623,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4253671416768509,250
wd@co@02@000047,211740,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4955563928303795,250
wd@co@02@000048,211853,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4513279611595713,250
wd@co@02@000049,211989,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4681462035205194,250
wd@co@02@000050,212052,E12A7FB0-4E5D-66C3-E040-A8C08F26360C,4843145387102763,250
wd@co@02@000051,212271,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4883472282692321,250
wd@co@02@000052,212444,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4639643189032277,250
wd@co@02@000053,212610,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4934665354947593,250
wd@co@02@000054,212750,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4336113015565797,250
wd@co@02@000055,212876,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4614075832176228,250
wd@co@02@000056,212964,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4253671416768509,250
wd@co@02@000057,213068,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4955563928303795,250
wd@co@02@000058,213167,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4513279611595713,250
wd@co@02@000059,213258,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4681462035205194,250
wd@co@02@000060,213375,E12A7FB0-1E58-66C3-E040-A8C08F26360C,4843145387102763,250
wd@co@02@000061,231468,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4883472282692321,250
wd@co@02@000062,231630,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4639643189032277,250
wd@co@02@000063,231738,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4934665354947593,250
wd@co@02@000064,231848,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4336113015565797,250
wd@co@02@000065,231939,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4614075832176228,250
wd@co@02@000066,232048,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4253671416768509,250
wd@co@02@000067,232213,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4955563928303795,250
wd@co@02@000068,232341,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4513279611595713,250
wd@co@02@000069,232457,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4681462035205194,250
wd@co@02@000070,232565,E12A7FBA-10F8-66C3-E040-A8C08F26360C,4843145387102763,250
wd@co@02@000071,216782,ECD5F966-7E96-8940-E040-A8C08F266C76,4883472282692321,250
wd@co@02@000072,216881,ECD5F966-7E96-8940-E040-A8C08F266C76,4639643189032277,250
wd@co@02@000073,217002,ECD5F966-7E96-8940-E040-A8C08F266C76,4934665354947593,250
wd@co@02@000074,217081,ECD5F966-7E96-8940-E040-A8C08F266C76,4336113015565797,250
wd@co@02@000075,217191,ECD5F966-7E96-8940-E040-A8C08F266C76,4614075832176228,250
wd@co@02@000076,217324,ECD5F966-7E96-8940-E040-A8C08F266C76,4253671416768509,250
wd@co@02@000077,217403,ECD5F966-7E96-8940-E040-A8C08F266C76,4955563928303795,250
wd@co@02@000078,217544,ECD5F966-7E96-8940-E040-A8C08F266C76,4513279611595713,250
wd@co@02@000079,217640,ECD5F966-7E96-8940-E040-A8C08F266C76,4681462035205194,250
wd@co@02@000080,217727,ECD5F966-7E96-8940-E040-A8C08F266C76,4843145387102763,250
wd@co@02@000081,212567,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4883472282692321,250
wd@co@02@000082,212660,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4639643189032277,250
wd@co@02@000083,212811,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4934665354947593,250
wd@co@02@000084,212933,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4336113015565797,250
wd@co@02@000085,212985,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4614075832176228,250
wd@co@02@000086,213092,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4253671416768509,250
wd@co@02@000087,213186,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4955563928303795,250
wd@co@02@000088,213293,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4513279611595713,250
wd@co@02@000089,213433,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4681462035205194,250
wd@co@02@000090,213556,E12A7FC1-7EB7-66C3-E040-A8C08F26360C,4843145387102763,250
wd@co@02@000091,217236,E866F886-8635-9DBE-E040-A8C08D26627F,4883472282692321,250
wd@co@02@000092,217361,E866F886-8635-9DBE-E040-A8C08D26627F,4639643189032277,250
wd@co@02@000093,217478,E866F886-8635-9DBE-E040-A8C08D26627F,4934665354947593,250
wd@co@02@000094,217608,E866F886-8635-9DBE-E040-A8C08D26627F,4336113015565797,250
wd@co@02@000095,217805,E866F886-8635-9DBE-E040-A8C08D26627F,4614075832176228,250
wd@co@02@000096,217981,E866F886-8635-9DBE-E040-A8C08D26627F,4253671416768509,250
wd@co@02@000097,218072,E866F886-8635-9DBE-E040-A8C08D26627F,4955563928303795,250
wd@co@02@000098,218148,E866F886-8635-9DBE-E040-A8C08D26627F,4513279611595713,250
wd@co@02@000099,218267,E866F886-8635-9DBE-E040-A8C08D26627F,4681462035205194,250
wd@co@02@000100,218385,E866F886-8635-9DBE-E040-A8C08D26627F,4843145387102763,250
wd@co@02@000101,213266,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4883472282692321,250
wd@co@02@000102,213316,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4639643189032277,250
wd@co@02@000103,213427,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4934665354947593,250
wd@co@02@000104,213565,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4336113015565797,250
wd@co@02@000105,213701,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4614075832176228,250
wd@co@02@000106,213870,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4253671416768509,250
wd@co@02@000107,213993,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4955563928303795,250
wd@co@02@000108,214095,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4513279611595713,250
wd@co@02@000109,214152,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4681462035205194,250
wd@co@02@000110,214308,E57901EA-CBC7-A2AD-E040-A8C08D264C56,4843145387102763,250
wd@co@02@000111,233492,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4861799370600154,250
wd@co@02@000112,233653,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4736604319764504,250
wd@co@02@000113,233759,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4695092146844401,250
wd@co@02@000114,233860,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4848412031759629,250
wd@co@02@000115,233995,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4111856349063969,250
wd@co@02@000116,234137,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4501056311323370,250
wd@co@02@000117,234228,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4340716119015891,250
wd@co@02@000118,234306,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4233728409347850,250
wd@co@02@000119,234370,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4359761994450779,250
wd@co@02@000120,234498,E12A7FBC-7A6D-66C3-E040-A8C08F26360C,4975322469422597,250
wd@co@02@000121,205329,E12A7FB5-4614-66C3-E040-A8C08F26360C,4861799370600154,250
wd@co@02@000122,205419,E12A7FB5-4614-66C3-E040-A8C08F26360C,4736604319764504,250
wd@co@02@000123,205570,E12A7FB5-4614-66C3-E040-A8C08F26360C,4695092146844401,250
wd@co@02@000124,205637,E12A7FB5-4614-66C3-E040-A8C08F26360C,4848412031759629,250
wd@co@02@000125,205827,E12A7FB5-4614-66C3-E040-A8C08F26360C,4111856349063969,250
wd@co@02@000126,205886,E12A7FB5-4614-66C3-E040-A8C08F26360C,4501056311323370,250
wd@co@02@000127,205955,E12A7FB5-4614-66C3-E040-A8C08F26360C,4340716119015891,250
wd@co@02@000128,206049,E12A7FB5-4614-66C3-E040-A8C08F26360C,4233728409347850,250
wd@co@02@000129,206160,E12A7FB5-4614-66C3-E040-A8C08F26360C,4359761994450779,250
wd@co@02@000130,206227,E12A7FB5-4614-66C3-E040-A8C08F26360C,4975322469422597,250
wd@co@02@000131,214558,E2BD75AE-852B-D262-E040-A8C08F2631A6,4861799370600154,250
wd@co@02@000132,214692,E2BD75AE-852B-D262-E040-A8C08F2631A6,4736604319764504,250
wd@co@02@000133,214817,E2BD75AE-852B-D262-E040-A8C08F2631A6,4695092146844401,250
wd@co@02@000134,214901,E2BD75AE-852B-D262-E040-A8C08F2631A6,4848412031759629,250
wd@co@02@000135,214942,E2BD75AE-852B-D262-E040-A8C08F2631A6,4111856349063969,250
wd@co@02@000136,215070,E2BD75AE-852B-D262-E040-A8C08F2631A6,4501056311323370,250
wd@co@02@000137,215222,E2BD75AE-852B-D262-E040-A8C08F2631A6,4340716119015891,250
wd@co@02@000138,215305,E2BD75AE-852B-D262-E040-A8C08F2631A6,4233728409347850,250
wd@co@02@000139,215475,E2BD75AE-852B-D262-E040-A8C08F2631A6,4359761994450779,250
wd@co@02@000140,215606,E2BD75AE-852B-D262-E040-A8C08F2631A6,4975322469422597,250
wd@co@02@000141,231199,E7464F3E-14A5-49FB-E040-A8C08D2637ED,4861799370600154,250
wd@co@02@000142,231310,E7464F3E-14A5-49FB-E040-A8C08D2637ED,4736604319764504,250
wd@co@02@000143,231394,E7464F3E-14A5-49FB-E040-A8C08D2637ED,4695092146844401,250
wd@co@02@000144,231490,E7464F3E-14A5-49FB-E040-A8C08D2637ED,4848412031759629,250
wd@co@02@000145,231603,E7464F3E-14A5-49FB-E040-A8C08D2637ED,4111856349063969,250
wd@co@02@000146,231758,E7464F3E-14A5-49FB-E040-A8C08D2637ED,4501056311323370,250
wd@co@02@000147,231923,E7464F3E-14A5-49FB-E040-A8C08D2637ED,4340716119015891,250
wd@co@02@000148,232057,E7464F3E-14A5-49FB-E040-A8C08D2637ED,4233728409347850,250
